from,to,type,weight
g390,g537,GENE-GENE,0.216411167
g358,g537,GENE-GENE,0.212915534
g434,g537,GENE-GENE,0.214110445
g472,g537,GENE-GENE,0.216357558
g425,g537,GENE-GENE,0.217889277
g356,g361,GENE-GENE,0.215845414
g462,g361,GENE-GENE,0.216622365
g558,g361,GENE-GENE,0.213228773
g395,g361,GENE-GENE,0.216655916
g485,g361,GENE-GENE,0.2139926
g553,g551,GENE-GENE,0.21401506
g537,g457,GENE-GENE,0.215272267
g434,g457,GENE-GENE,0.214873347
g375,g488,GENE-GENE,0.21487917
g378,g488,GENE-GENE,0.214055081
g480,g488,GENE-GENE,0.217647578
g509,g488,GENE-GENE,0.213002509
g491,g488,GENE-GENE,0.215324027
g478,g488,GENE-GENE,0.217617631
g370,g488,GENE-GENE,0.213199751
g449,g488,GENE-GENE,0.215623124
g367,g488,GENE-GENE,0.215179654
g376,g488,GENE-GENE,0.216234536
g372,g355,GENE-GENE,0.217196436
g562,g355,GENE-GENE,0.217249582
g509,g355,GENE-GENE,0.216764982
g513,g355,GENE-GENE,0.214604197
g367,g355,GENE-GENE,0.215145178
g444,g355,GENE-GENE,0.219154711
g443,g355,GENE-GENE,0.215318943
g376,g355,GENE-GENE,0.217254851
g429,g355,GENE-GENE,0.213874569
g550,g403,GENE-GENE,0.216090441
g493,g485,GENE-GENE,0.219579973
g425,g485,GENE-GENE,0.218319253
g555,g485,GENE-GENE,0.215573213
g358,g485,GENE-GENE,0.219521651
g541,g485,GENE-GENE,0.218681294
g506,g485,GENE-GENE,0.213647011
g390,g485,GENE-GENE,0.213981878
g472,g485,GENE-GENE,0.216745479
g575,g485,GENE-GENE,0.216038127
g537,g485,GENE-GENE,0.217414751
g476,g485,GENE-GENE,0.214634421
g536,g485,GENE-GENE,0.220204695
g395,g485,GENE-GENE,0.219710574
g445,g485,GENE-GENE,0.220137222
g507,g485,GENE-GENE,0.216336485
g572,g485,GENE-GENE,0.216703055
g556,g485,GENE-GENE,0.218668354
g393,g485,GENE-GENE,0.217074431
g573,g485,GENE-GENE,0.214342348
g496,g398,GENE-GENE,0.216173072
g412,g426,GENE-GENE,0.213305674
g375,g452,GENE-GENE,0.214578779
g373,g452,GENE-GENE,0.214456866
g548,g452,GENE-GENE,0.213786854
g529,g452,GENE-GENE,0.214311569
g418,g452,GENE-GENE,0.214026983
g449,g452,GENE-GENE,0.21366106
g426,g405,GENE-GENE,0.214021345
g548,g449,GENE-GENE,0.215221801
g367,g449,GENE-GENE,0.218376836
g543,g449,GENE-GENE,0.216084063
g577,g449,GENE-GENE,0.214337079
g479,g449,GENE-GENE,0.217887521
g473,g449,GENE-GENE,0.215272637
g444,g449,GENE-GENE,0.215376249
g491,g449,GENE-GENE,0.214057669
g441,g449,GENE-GENE,0.217734645
g443,g449,GENE-GENE,0.216100608
g373,g449,GENE-GENE,0.216813784
g479,g448,GENE-GENE,0.218846833
g375,g448,GENE-GENE,0.215093326
g369,g448,GENE-GENE,0.218284962
g577,g448,GENE-GENE,0.213219438
g473,g448,GENE-GENE,0.216976919
g449,g448,GENE-GENE,0.21381828
g358,g541,GENE-GENE,0.216141739
g555,g541,GENE-GENE,0.217661812
g507,g541,GENE-GENE,0.21403373
g416,g541,GENE-GENE,0.213588319
g390,g541,GENE-GENE,0.2161947
g453,g523,GENE-GENE,0.218378222
g431,g431,GENE-GENE,0.217417339
g407,g407,GENE-GENE,0.214627026
g485,g392,GENE-GENE,0.214993319
g534,g392,GENE-GENE,0.214001657
g395,g392,GENE-GENE,0.216893179
g581,g392,GENE-GENE,0.218694511
g433,g392,GENE-GENE,0.215086949
g514,g392,GENE-GENE,0.21427848
g357,g392,GENE-GENE,0.215616839
g558,g483,GENE-GENE,0.213874846
g460,g387,GENE-GENE,0.213366676
g367,g375,GENE-GENE,0.219603912
g444,g375,GENE-GENE,0.21568995
g548,g375,GENE-GENE,0.217602011
g562,g375,GENE-GENE,0.216834857
g443,g375,GENE-GENE,0.215581347
g473,g375,GENE-GENE,0.214177826
g373,g375,GENE-GENE,0.217481947
g479,g375,GENE-GENE,0.219217655
g449,g375,GENE-GENE,0.220379846
g376,g375,GENE-GENE,0.214482469
g577,g375,GENE-GENE,0.214209343
g418,g375,GENE-GENE,0.219169869
g369,g375,GENE-GENE,0.218289676
g378,g375,GENE-GENE,0.218535905
g543,g375,GENE-GENE,0.213723079
g509,g375,GENE-GENE,0.216993187
g441,g375,GENE-GENE,0.219344836
g464,g524,GENE-GENE,0.213838245
g571,g524,GENE-GENE,0.220644283
g517,g524,GENE-GENE,0.21432035
g493,g524,GENE-GENE,0.21594653
g485,g524,GENE-GENE,0.213743968
g358,g524,GENE-GENE,0.215880906
g536,g524,GENE-GENE,0.214962633
g476,g524,GENE-GENE,0.216843638
g461,g472,GENE-GENE,0.214615103
g527,g472,GENE-GENE,0.213723171
g390,g472,GENE-GENE,0.218341806
g358,g472,GENE-GENE,0.215742079
g541,g472,GENE-GENE,0.214917898
g425,g472,GENE-GENE,0.218161571
g429,g386,GENE-GENE,0.216340829
g381,g386,GENE-GENE,0.213287373
g575,g408,GENE-GENE,0.218353359
g541,g408,GENE-GENE,0.219099809
g505,g408,GENE-GENE,0.213219715
g472,g408,GENE-GENE,0.217028494
g485,g408,GENE-GENE,0.21743296
g363,g408,GENE-GENE,0.218494035
g537,g408,GENE-GENE,0.219890254
g358,g408,GENE-GENE,0.213553473
g438,g408,GENE-GENE,0.215573028
g581,g408,GENE-GENE,0.219539952
g445,g408,GENE-GENE,0.216627079
g556,g408,GENE-GENE,0.218133565
g425,g408,GENE-GENE,0.216585116
g433,g408,GENE-GENE,0.214822881
g457,g408,GENE-GENE,0.214096674
g534,g408,GENE-GENE,0.214453169
g395,g408,GENE-GENE,0.217746014
g357,g408,GENE-GENE,0.215341496
g390,g408,GENE-GENE,0.218418059
g536,g408,GENE-GENE,0.216934587
g493,g408,GENE-GENE,0.214230602
g555,g408,GENE-GENE,0.214658544
g400,g397,GENE-GENE,0.216276499
g401,g397,GENE-GENE,0.21652929
g469,g397,GENE-GENE,0.214171448
g495,g397,GENE-GENE,0.214715572
g396,g396,GENE-GENE,0.213470196
g555,g436,GENE-GENE,0.216993094
g573,g436,GENE-GENE,0.216206438
g507,g436,GENE-GENE,0.214253154
g567,g502,GENE-GENE,0.216049495
g379,g502,GENE-GENE,0.217073876
g543,g443,GENE-GENE,0.218063874
g402,g484,GENE-GENE,0.216064007
g499,g504,GENE-GENE,0.213196424
g526,g512,GENE-GENE,0.216542137
g530,g512,GENE-GENE,0.220267916
g463,g512,GENE-GENE,0.219816034
g539,g512,GENE-GENE,0.21834615
g510,g512,GENE-GENE,0.216781711
g479,g367,GENE-GENE,0.216539549
g443,g367,GENE-GENE,0.217173606
g444,g367,GENE-GENE,0.219333097
g373,g367,GENE-GENE,0.217653031
g474,g367,GENE-GENE,0.214825469
g441,g367,GENE-GENE,0.217610052
g472,g464,GENE-GENE,0.213500605
g390,g363,GENE-GENE,0.216010768
g433,g363,GENE-GENE,0.218751724
g541,g363,GENE-GENE,0.220528471
g572,g363,GENE-GENE,0.216623844
g425,g363,GENE-GENE,0.215562122
g558,g363,GENE-GENE,0.214350296
g485,g363,GENE-GENE,0.218386448
g575,g363,GENE-GENE,0.219400015
g493,g363,GENE-GENE,0.215094343
g445,g363,GENE-GENE,0.215839314
g536,g363,GENE-GENE,0.216684107
g573,g363,GENE-GENE,0.213251511
g556,g363,GENE-GENE,0.219250282
g563,g363,GENE-GENE,0.213162502
g358,g363,GENE-GENE,0.216268827
g472,g363,GENE-GENE,0.214118856
g395,g363,GENE-GENE,0.21893806
g462,g363,GENE-GENE,0.215636526
g555,g363,GENE-GENE,0.217951204
g581,g363,GENE-GENE,0.218949613
g438,g363,GENE-GENE,0.218470003
g357,g363,GENE-GENE,0.212991603
g537,g363,GENE-GENE,0.216863602
g505,g363,GENE-GENE,0.215609168
g470,g471,GENE-GENE,0.213113978
g379,g379,GENE-GENE,0.215881091
g391,g379,GENE-GENE,0.213936588
g569,g499,GENE-GENE,0.214905697
g570,g499,GENE-GENE,0.215001545
g507,g493,GENE-GENE,0.2147836
g476,g493,GENE-GENE,0.215694386
g472,g493,GENE-GENE,0.217802672
g537,g493,GENE-GENE,0.213525745
g358,g493,GENE-GENE,0.219581082
g572,g493,GENE-GENE,0.215983964
g390,g493,GENE-GENE,0.213210288
g571,g493,GENE-GENE,0.215357116
g425,g493,GENE-GENE,0.216698156
g541,g493,GENE-GENE,0.215112551
g501,g501,GENE-GENE,0.215343991
g522,g413,GENE-GENE,0.214103144
g425,g446,GENE-GENE,0.21295953
g485,g446,GENE-GENE,0.213329428
g445,g446,GENE-GENE,0.213656254
g390,g559,GENE-GENE,0.214536077
g484,g399,GENE-GENE,0.219838125
g475,g475,GENE-GENE,0.215649004
g507,g476,GENE-GENE,0.218170074
g358,g476,GENE-GENE,0.218765589
g571,g476,GENE-GENE,0.215980451
g572,g445,GENE-GENE,0.213450693
g433,g445,GENE-GENE,0.214398267
g575,g445,GENE-GENE,0.218541635
g536,g445,GENE-GENE,0.218987324
g445,g445,GENE-GENE,0.218733701
g556,g445,GENE-GENE,0.217668467
g425,g445,GENE-GENE,0.218344486
g395,g445,GENE-GENE,0.219313225
g393,g445,GENE-GENE,0.213616787
g555,g445,GENE-GENE,0.215651315
g581,g445,GENE-GENE,0.219425341
g357,g445,GENE-GENE,0.215299533
g537,g445,GENE-GENE,0.217834468
g541,g445,GENE-GENE,0.216889113
g358,g445,GENE-GENE,0.216414586
g472,g445,GENE-GENE,0.21604968
g493,g445,GENE-GENE,0.216416343
g485,g445,GENE-GENE,0.218845077
g555,g573,GENE-GENE,0.216872845
g507,g573,GENE-GENE,0.219762888
g416,g573,GENE-GENE,0.215273376
g358,g573,GENE-GENE,0.216852326
g476,g573,GENE-GENE,0.215072807
g573,g572,GENE-GENE,0.218333672
g541,g572,GENE-GENE,0.2156515
g416,g572,GENE-GENE,0.217655712
g358,g572,GENE-GENE,0.219144914
g476,g572,GENE-GENE,0.215783025
g507,g572,GENE-GENE,0.218661607
g555,g572,GENE-GENE,0.216661924
g455,g437,GENE-GENE,0.213491084
g553,g437,GENE-GENE,0.213694704
g489,g437,GENE-GENE,0.215664162
g440,g437,GENE-GENE,0.215012914
g376,g370,GENE-GENE,0.215809922
g576,g577,GENE-GENE,0.217557923
g417,g577,GENE-GENE,0.216536129
g441,g577,GENE-GENE,0.213848874
g473,g577,GENE-GENE,0.218119239
g360,g360,GENE-GENE,0.216474018
g391,g360,GENE-GENE,0.213466868
g498,g360,GENE-GENE,0.213935386
g502,g360,GENE-GENE,0.2132199
